Area;Tema;Subtema;Frecuente;Microtema;Fuentes;Estado;Anki;Repasos;FechaEstudio;FechaUltimoRepaso;FechaProximoRepaso;MinutosDedicados
Atencion Primaria;Aparato locomotor y reumatologia;Dolor musculoesqueletico regional;si;Lumbalgia: banderas rojas y manejo;;sin_empezar;no;0;;;;0
Atencion Primaria;Aparato locomotor y reumatologia;Dolor musculoesqueletico regional;si;Cervicalgia y dolor de hombro;;sin_empezar;no;0;;;;0
Atencion Primaria;Aparato locomotor y reumatologia;Dolor musculoesqueletico regional;si;"Gonalgia y patologia de rodilla; artrosis";;sin_empezar;no;0;;;;0
Atencion Primaria;Aparato locomotor y reumatologia;Enfermedades reumaticas;no;Artritis: enfoque del paciente con dolor articular inflamatorio;;sin_empezar;no;0;;;;0
Atencion Primaria;Aparato locomotor y reumatologia;Enfermedades reumaticas;no;Polimialgia reumatica y arteritis de celulas gigantes;;sin_empezar;no;0;;;;0
Atencion Primaria;Aparato locomotor y reumatologia;Enfermedades reumaticas;no;Gota e hiperuricemia;;sin_empezar;no;0;;;;0
Atencion Primaria;Aparato locomotor y reumatologia;Osteomuscular practico;no;Infiltraciones en AP: indicaciones y tecnica;;sin_empezar;no;0;;;;0
Atencion Primaria;Aparato locomotor y reumatologia;Osteomuscular practico;no;Manejo del dolor cronico no oncologico;;sin_empezar;no;0;;;;0
Atencion Primaria;Dermatologia en AP;Lesiones cutaneas frecuentes;no;Eczemas y dermatitis atopica;;sin_empezar;no;0;;;;0
Atencion Primaria;Dermatologia en AP;Lesiones cutaneas frecuentes;no;Psoriasis: formas y tratamiento topico;;sin_empezar;no;0;;;;0
Atencion Primaria;Dermatologia en AP;Lesiones cutaneas frecuentes;no;Acne y rosacea;;sin_empezar;no;0;;;;0
Atencion Primaria;Dermatologia en AP;Lesiones cutaneas frecuentes;no;Infecciones cutaneas: micosis, herpes, escabiosis;;sin_empezar;no;0;;;;0
Atencion Primaria;Dermatologia en AP;Lesiones tumorales y cribado;si;Queratosis actinica y campo de cancerizacion;;sin_empezar;no;0;;;;0
Atencion Primaria;Dermatologia en AP;Lesiones tumorales y cribado;si;Carcinoma basocelular y espinocelular: sospecha y derivacion;;sin_empezar;no;0;;;;0
Atencion Primaria;Dermatologia en AP;Lesiones tumorales y cribado;si;"Nevus y regla ABCDE; cuando derivar";;sin_empezar;no;0;;;;0
Atencion Primaria;Dermatologia en AP;Lesiones tumorales y cribado;si;Urticaria y angioedema;;sin_empezar;no;0;;;;0
Atencion Primaria;ORL y oftalmologia en AP;ORL;no;"Otitis media y externa; otalgia";;sin_empezar;no;0;;;;0
Atencion Primaria;ORL y oftalmologia en AP;ORL;no;Rinosinusitis aguda y rinitis alergica;;sin_empezar;no;0;;;;0
Atencion Primaria;ORL y oftalmologia en AP;ORL;no;"Vertigo periferico y acufenos; hipoacusia";;sin_empezar;no;0;;;;0
Atencion Primaria;ORL y oftalmologia en AP;Oftalmologia;no;Ojo rojo: diagnostico diferencial y banderas rojas;;sin_empezar;no;0;;;;0
Atencion Primaria;ORL y oftalmologia en AP;Oftalmologia;no;Perdida brusca de vision: derivacion urgente;;sin_empezar;no;0;;;;0
Atencion Primaria;ORL y oftalmologia en AP;Oftalmologia;no;Cribado de retinopatia y glaucoma;;sin_empezar;no;0;;;;0
Atencion Primaria;Salud de la mujer y del hombre;Ginecologia en AP;no;Anticoncepcion: eleccion y seguimiento;;sin_empezar;no;0;;;;0
Atencion Primaria;Salud de la mujer y del hombre;Ginecologia en AP;no;Cribado de cancer de cervix y de mama;;sin_empezar;no;0;;;;0
Atencion Primaria;Salud de la mujer y del hombre;Ginecologia en AP;no;Sangrado uterino anormal y sindrome de ovario poliquistico;;sin_empezar;no;0;;;;0
Atencion Primaria;Salud de la mujer y del hombre;Ginecologia en AP;no;Menopausia y terapia hormonal;;sin_empezar;no;0;;;;0
Atencion Primaria;Salud de la mujer y del hombre;Embarazo y lactancia;no;Control del embarazo de bajo riesgo en AP;;sin_empezar;no;0;;;;0
Atencion Primaria;Salud de la mujer y del hombre;Embarazo y lactancia;no;Farmacos en embarazo y lactancia;;sin_empezar;no;0;;;;0
Atencion Primaria;Salud de la mujer y del hombre;Salud del hombre;no;Disfuncion erectil y hipogonadismo;;sin_empezar;no;0;;;;0
Atencion Primaria;Salud de la mujer y del hombre;Salud del hombre;no;Cribado de cancer de prostata: informacion y decision compartida;;sin_empezar;no;0;;;;0
Atencion Primaria;Pediatria en AP;Programa del nino sano;no;Controles de salud, percentiles y desarrollo psicomotor;;sin_empezar;no;0;;;;0
Atencion Primaria;Pediatria en AP;Programa del nino sano;no;Calendario vacunal infantil y dudas frecuentes;;sin_empezar;no;0;;;;0
Atencion Primaria;Pediatria en AP;Programa del nino sano;no;Alimentacion en el primer ano y ferropenia;;sin_empezar;no;0;;;;0
Atencion Primaria;Pediatria en AP;Patologia pediatrica frecuente;no;Fiebre sin foco y sindrome febril en el nino;;sin_empezar;no;0;;;;0
Atencion Primaria;Pediatria en AP;Patologia pediatrica frecuente;no;Infecciones respiratorias y bronquiolitis;;sin_empezar;no;0;;;;0
Atencion Primaria;Pediatria en AP;Patologia pediatrica frecuente;no;"Gastroenteritis y deshidratacion; exantemas";;sin_empezar;no;0;;;;0
Atencion Primaria;Pediatria en AP;Patologia pediatrica frecuente;no;TDAH y problemas de conducta: cribado y derivacion;;sin_empezar;no;0;;;;0
Atencion Primaria;Mayor, cronicidad y paliativos;Atencion al paciente cronico complejo;si;Valoracion geriatrica integral en AP;;sin_empezar;no;0;;;;0
Atencion Primaria;Mayor, cronicidad y paliativos;Atencion al paciente cronico complejo;si;Polifarmacia y deprescripcion (criterios STOPP/START);;sin_empezar;no;0;;;;0
Atencion Primaria;Mayor, cronicidad y paliativos;Atencion al paciente cronico complejo;si;Sindromes geriatricos: caidas, fragilidad, delirium;;sin_empezar;no;0;;;;0
Atencion Primaria;Mayor, cronicidad y paliativos;Atencion al paciente cronico complejo;si;Incontinencia urinaria en el mayor;;sin_empezar;no;0;;;;0
Atencion Primaria;Mayor, cronicidad y paliativos;Cuidados paliativos;no;Identificacion de necesidades paliativas (NECPAL);;sin_empezar;no;0;;;;0
Atencion Primaria;Mayor, cronicidad y paliativos;Cuidados paliativos;no;Control de sintomas: dolor, disnea, nauseas;;sin_empezar;no;0;;;;0
Atencion Primaria;Mayor, cronicidad y paliativos;Cuidados paliativos;no;Ultimos dias, sedacion paliativa y atencion a la familia;;sin_empezar;no;0;;;;0
Atencion Primaria;Prevencion y actividades comunitarias;Actividades preventivas;si;PAPPS: recomendaciones de cribado por edad y sexo;;sin_empezar;no;0;;;;0
Atencion Primaria;Prevencion y actividades comunitarias;Actividades preventivas;si;Prevencion cuaternaria y no hacer (recomendaciones);;sin_empezar;no;0;;;;0
Atencion Primaria;Prevencion y actividades comunitarias;Actividades preventivas;si;Consejo sobre actividad fisica, alimentacion y alcohol;;sin_empezar;no;0;;;;0
Atencion Primaria;Prevencion y actividades comunitarias;Gestion de la consulta;no;Interpretacion de pruebas: sensibilidad, VPP y razones de verosimilitud;;sin_empezar;no;0;;;;0
Atencion Primaria;Prevencion y actividades comunitarias;Gestion de la consulta;no;Incapacidad temporal y certificados;;sin_empezar;no;0;;;;0
Atencion Primaria;Prevencion y actividades comunitarias;Gestion de la consulta;no;Lectura critica y medicina basada en la evidencia;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Soporte vital y parada cardiaca;RCP y soporte vital;si;SVB y DEA: secuencia y calidad de las compresiones;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Soporte vital y parada cardiaca;RCP y soporte vital;si;SVA: algoritmo de ritmos desfibrilables y no desfibrilables;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Soporte vital y parada cardiaca;RCP y soporte vital;si;Farmacos en la PCR y causas reversibles (4H/4T);;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Soporte vital y parada cardiaca;RCP y soporte vital;si;Cuidados posresucitacion y pronostico;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Soporte vital y parada cardiaca;RCP y soporte vital;si;Via aerea en urgencias: dispositivos y secuencia rapida de intubacion;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias cardiovasculares;Sindrome coronario agudo;si;Dolor toracico: estratificacion y ECG en <10 min;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias cardiovasculares;Sindrome coronario agudo;si;SCACEST: reperfusion y tiempos;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias cardiovasculares;Sindrome coronario agudo;si;SCASEST: estratificacion de riesgo y tratamiento;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias cardiovasculares;Sindrome coronario agudo;si;Complicaciones del IAM;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias cardiovasculares;Arritmias en urgencias;si;Taquicardia de QRS estrecho: diagnostico y maniobras;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias cardiovasculares;Arritmias en urgencias;si;Taquicardia de QRS ancho y TV;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias cardiovasculares;Arritmias en urgencias;si;"Bradiarritmias y bloqueos; marcapasos transcutaneo";;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias cardiovasculares;Arritmias en urgencias;si;FA con respuesta rapida y cardioversion;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias cardiovasculares;Arritmias en urgencias;si;Manejo de la parada en Torsade y QT largo;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias cardiovasculares;Insuficiencia cardiaca aguda;no;Edema agudo de pulmon: tratamiento inmediato;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias cardiovasculares;Insuficiencia cardiaca aguda;no;Shock cardiogenico: reconocimiento y soporte;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias cardiovasculares;Insuficiencia cardiaca aguda;no;Sincope: estratificacion de riesgo (reglas);;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias respiratorias;Insuficiencia respiratoria aguda;si;Valoracion de la disnea y gasometria;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias respiratorias;Insuficiencia respiratoria aguda;si;Oxigenoterapia y ventilacion no invasiva;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias respiratorias;Insuficiencia respiratoria aguda;si;Agudizacion grave de EPOC y crisis asmatica en urgencias;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias respiratorias;Insuficiencia respiratoria aguda;si;Tromboembolia pulmonar: escalas, dimero D y tratamiento;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias respiratorias;Otras;no;Neumotorax: diagnostico y drenaje;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias respiratorias;Otras;no;Hemoptisis: gravedad y manejo;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias respiratorias;Otras;no;Aspiracion y obstruccion de via aerea por cuerpo extrano;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias neurologicas;Codigo ictus y focalidad;si;Codigo ictus: criterios y ventana de tratamiento;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias neurologicas;Codigo ictus y focalidad;si;Hemorragia subaracnoidea y cefalea centinela;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias neurologicas;Codigo ictus y focalidad;si;Estatus epileptico y crisis en urgencias;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias neurologicas;Alteracion del nivel de conciencia;no;Coma: enfoque sistematico y escala de Glasgow;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias neurologicas;Alteracion del nivel de conciencia;no;Sindrome confusional agudo en urgencias;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Urgencias neurologicas;Alteracion del nivel de conciencia;no;Vertigo agudo: HINTS y diferenciacion central;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Toxicologia y ambientales;Intoxicaciones;si;Manejo general del intoxicado y descontaminacion;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Toxicologia y ambientales;Intoxicaciones;si;Antidotos esenciales y sus indicaciones;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Toxicologia y ambientales;Intoxicaciones;si;Intoxicaciones frecuentes: paracetamol, benzodiacepinas, opioides, alcohol;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Toxicologia y ambientales;Intoxicaciones;si;Intoxicacion por CO, humo y toxicos de riesgo vital;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Toxicologia y ambientales;Urgencias ambientales;no;Hipotermia y congelaciones;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Toxicologia y ambientales;Urgencias ambientales;no;Golpe de calor y patologia por calor;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Toxicologia y ambientales;Urgencias ambientales;no;"Ahogamiento; picaduras y mordeduras";;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Toxicologia y ambientales;Urgencias ambientales;no;Anafilaxia: reconocimiento y adrenalina IM;;sin_empezar;no;0;;;;0
Urgencias y Emergencias;Shock, sepsis y metabolico;Shock y sepsis;si;Reconocimiento del shock y tipos;;sin_empezar;no;0;;;;0
